unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
10,170,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.3,47.425,47.622
10,171,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.51,47.433,47.634
10,172,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.437,47.637
10,173,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.455,47.623
10,174,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.446,47.623
10,175,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.41,47.444,47.626
10,176,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.451,47.633
10,177,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.451,47.597
10,178,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.07,47.41,47.636
10,179,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.404,47.665
10,180,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.43,47.639
10,181,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.39,47.418,47.639
10,182,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.425,47.654
10,183,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.429,47.666
10,184,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.446,47.681
10,185,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.455,47.669
10,186,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.451,47.683
10,187,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.6,47.462,47.71
10,188,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.505,47.678
10,189,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.36,47.499,47.668
10,190,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.16,47.459,47.72
10,191,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.477,47.7
10,192,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.483,47.683
10,30,T50,T50 — LPT outlet temperature (rises with wear),1394.81,1396.428,1401.506
10,31,T50,T50 — LPT outlet temperature (rises with wear),1396.37,1396.332,1401.376
10,32,T50,T50 — LPT outlet temperature (rises with wear),1397.95,1396.258,1401.951
10,33,T50,T50 — LPT outlet temperature (rises with wear),1406.56,1396.687,1401.817
10,34,T50,T50 — LPT outlet temperature (rises with wear),1395.95,1397.259,1401.957
10,35,T50,T50 — LPT outlet temperature (rises with wear),1398.79,1397.643,1401.718
10,36,T50,T50 — LPT outlet temperature (rises with wear),1400.63,1397.449,1401.57
10,37,T50,T50 — LPT outlet temperature (rises with wear),1393.29,1396.879,1402.174
10,38,T50,T50 — LPT outlet temperature (rises with wear),1404.24,1398.002,1402.152
10,39,T50,T50 — LPT outlet temperature (rises with wear),1396.99,1398.558,1402.566
10,40,T50,T50 — LPT outlet temperature (rises with wear),1399.21,1398.998,1402.138
10,41,T50,T50 — LPT outlet temperature (rises with wear),1406.55,1400.016,1402.188
10,42,T50,T50 — LPT outlet temperature (rises with wear),1406.59,1400.88,1402.011
10,43,T50,T50 — LPT outlet temperature (rises with wear),1398.2,1400.044,1401.995
10,44,T50,T50 — LPT outlet temperature (rises with wear),1401.03,1400.552,1402.36
10,45,T50,T50 — LPT outlet temperature (rises with wear),1396.94,1400.367,1402.528
10,46,T50,T50 — LPT outlet temperature (rises with wear),1404.97,1400.801,1402.58
10,47,T50,T50 — LPT outlet temperature (rises with wear),1390.62,1400.534,1402.292
10,48,T50,T50 — LPT outlet temperature (rises with wear),1396.78,1399.788,1402.136
10,49,T50,T50 — LPT outlet temperature (rises with wear),1394.7,1399.559,1402.224
10,50,T50,T50 — LPT outlet temperature (rises with wear),1394.28,1399.066,1401.999
10,51,T50,T50 — LPT outlet temperature (rises with wear),1399.08,1398.319,1401.854
10,52,T50,T50 — LPT outlet temperature (rises with wear),1398.59,1397.519,1401.852
10,53,T50,T50 — LPT outlet temperature (rises with wear),1402.05,1397.904,1402.148
10,54,T50,T50 — LPT outlet temperature (rises with wear),1394.31,1397.232,1401.964
10,55,T50,T50 — LPT outlet temperature (rises with wear),1400.56,1397.594,1401.503
10,56,T50,T50 — LPT outlet temperature (rises with wear),1400.92,1397.189,1401.864
10,57,T50,T50 — LPT outlet temperature (rises with wear),1396.43,1397.77,1401.695
10,58,T50,T50 — LPT outlet temperature (rises with wear),1395.09,1397.601,1401.712
10,59,T50,T50 — LPT outlet temperature (rises with wear),1404.33,1398.564,1401.854
10,60,T50,T50 — LPT outlet temperature (rises with wear),1399.05,1399.041,1401.995
10,61,T50,T50 — LPT outlet temperature (rises with wear),1396.46,1398.779,1402.024
10,62,T50,T50 — LPT outlet temperature (rises with wear),1405.38,1399.458,1402.414
10,63,T50,T50 — LPT outlet temperature (rises with wear),1396.89,1398.942,1402.362
10,64,T50,T50 — LPT outlet temperature (rises with wear),1399.19,1399.43,1402.233
10,65,T50,T50 — LPT outlet temperature (rises with wear),1389.97,1398.371,1402.497
10,66,T50,T50 — LPT outlet temperature (rises with wear),1406.9,1398.969,1402.45
10,67,T50,T50 — LPT outlet temperature (rises with wear),1396.08,1398.934,1402.728
10,68,T50,T50 — LPT outlet temperature (rises with wear),1401.5,1399.575,1402.724
10,69,T50,T50 — LPT outlet temperature (rises with wear),1402.52,1399.394,1402.949
10,70,T50,T50 — LPT outlet temperature (rises with wear),1400.44,1399.533,1403.078
10,71,T50,T50 — LPT outlet temperature (rises with wear),1395.64,1399.451,1402.709
10,72,T50,T50 — LPT outlet temperature (rises with wear),1399.95,1398.908,1403.247
10,73,T50,T50 — LPT outlet temperature (rises with wear),1398.65,1399.084,1403.332
10,74,T50,T50 — LPT outlet temperature (rises with wear),1404.24,1399.589,1403.157
10,75,T50,T50 — LPT outlet temperature (rises with wear),1385.51,1399.143,1403.72
10,76,T50,T50 — LPT outlet temperature (rises with wear),1395.13,1397.966,1403.664
10,77,T50,T50 — LPT outlet temperature (rises with wear),1395.1,1397.868,1403.976
10,78,T50,T50 — LPT outlet temperature (rises with wear),1402.06,1397.924,1403.866
10,79,T50,T50 — LPT outlet temperature (rises with wear),1396.48,1397.32,1403.617
10,80,T50,T50 — LPT outlet temperature (rises with wear),1401.8,1397.456,1403.987
10,81,T50,T50 — LPT outlet temperature (rises with wear),1398.34,1397.726,1404.363
10,82,T50,T50 — LPT outlet temperature (rises with wear),1402.39,1397.97,1403.892
10,83,T50,T50 — LPT outlet temperature (rises with wear),1401.37,1398.242,1403.421
10,84,T50,T50 — LPT outlet temperature (rises with wear),1402.0,1398.018,1403.692
10,85,T50,T50 — LPT outlet temperature (rises with wear),1397.79,1399.246,1403.327
10,86,T50,T50 — LPT outlet temperature (rises with wear),1397.46,1399.479,1403.715
10,87,T50,T50 — LPT outlet temperature (rises with wear),1398.42,1399.811,1403.796
10,88,T50,T50 — LPT outlet temperature (rises with wear),1398.76,1399.481,1403.776
10,89,T50,T50 — LPT outlet temperature (rises with wear),1397.45,1399.578,1403.67
10,90,T50,T50 — LPT outlet temperature (rises with wear),1399.23,1399.321,1404.24
10,91,T50,T50 — LPT outlet temperature (rises with wear),1403.3,1399.817,1403.802
10,92,T50,T50 — LPT outlet temperature (rises with wear),1402.97,1399.875,1404.164
10,93,T50,T50 — LPT outlet temperature (rises with wear),1403.16,1400.054,1404.53
10,94,T50,T50 — LPT outlet temperature (rises with wear),1400.67,1399.921,1404.824
10,95,T50,T50 — LPT outlet temperature (rises with wear),1394.55,1399.597,1404.903
10,96,T50,T50 — LPT outlet temperature (rises with wear),1403.38,1400.189,1405.018
10,97,T50,T50 — LPT outlet temperature (rises with wear),1396.34,1399.981,1404.863
10,98,T50,T50 — LPT outlet temperature (rises with wear),1407.55,1400.86,1404.628
10,99,T50,T50 — LPT outlet temperature (rises with wear),1395.52,1400.667,1405.0
10,100,T50,T50 — LPT outlet temperature (rises with wear),1398.49,1400.593,1404.928
10,101,T50,T50 — LPT outlet temperature (rises with wear),1398.14,1400.077,1404.657
10,102,T50,T50 — LPT outlet temperature (rises with wear),1394.12,1399.192,1405.169
10,103,T50,T50 — LPT outlet temperature (rises with wear),1400.18,1398.894,1404.24
10,104,T50,T50 — LPT outlet temperature (rises with wear),1398.41,1398.668,1404.157
10,105,T50,T50 — LPT outlet temperature (rises with wear),1399.67,1399.18,1404.613
10,106,T50,T50 — LPT outlet temperature (rises with wear),1399.9,1398.832,1404.426
10,107,T50,T50 — LPT outlet temperature (rises with wear),1397.07,1398.905,1404.41
10,108,T50,T50 — LPT outlet temperature (rises with wear),1400.93,1398.243,1404.818
10,109,T50,T50 — LPT outlet temperature (rises with wear),1397.23,1398.414,1405.155
10,110,T50,T50 — LPT outlet temperature (rises with wear),1396.14,1398.179,1405.532
10,111,T50,T50 — LPT outlet temperature (rises with wear),1399.47,1398.312,1405.866
10,112,T50,T50 — LPT outlet temperature (rises with wear),1403.63,1399.263,1405.543
10,113,T50,T50 — LPT outlet temperature (rises with wear),1399.12,1399.157,1405.849
10,114,T50,T50 — LPT outlet temperature (rises with wear),1395.11,1398.827,1406.49
10,115,T50,T50 — LPT outlet temperature (rises with wear),1403.39,1399.199,1406.55
10,116,T50,T50 — LPT outlet temperature (rises with wear),1404.01,1399.61,1406.582
10,117,T50,T50 — LPT outlet temperature (rises with wear),1390.21,1398.924,1406.708
10,118,T50,T50 — LPT outlet temperature (rises with wear),1404.97,1399.328,1407.229
10,119,T50,T50 — LPT outlet temperature (rises with wear),1398.61,1399.466,1406.541
10,120,T50,T50 — LPT outlet temperature (rises with wear),1397.59,1399.611,1406.661
10,121,T50,T50 — LPT outlet temperature (rises with wear),1398.42,1399.506,1407.109
10,122,T50,T50 — LPT outlet temperature (rises with wear),1393.18,1398.461,1406.858
10,123,T50,T50 — LPT outlet temperature (rises with wear),1401.12,1398.661,1407.118
10,124,T50,T50 — LPT outlet temperature (rises with wear),1401.6,1399.31,1407.405
10,125,T50,T50 — LPT outlet temperature (rises with wear),1408.5,1399.821,1407.192
10,126,T50,T50 — LPT outlet temperature (rises with wear),1400.33,1399.453,1407.1
10,127,T50,T50 — LPT outlet temperature (rises with wear),1400.0,1400.432,1407.08
10,128,T50,T50 — LPT outlet temperature (rises with wear),1396.94,1399.629,1407.027
10,129,T50,T50 — LPT outlet temperature (rises with wear),1402.53,1400.021,1407.176
10,130,T50,T50 — LPT outlet temperature (rises with wear),1392.34,1399.496,1407.222
10,131,T50,T50 — LPT outlet temperature (rises with wear),1401.38,1399.792,1407.297
10,132,T50,T50 — LPT outlet temperature (rises with wear),1406.97,1401.171,1407.702
10,133,T50,T50 — LPT outlet temperature (rises with wear),1404.57,1401.516,1407.396
10,134,T50,T50 — LPT outlet temperature (rises with wear),1399.59,1401.315,1406.918
10,135,T50,T50 — LPT outlet temperature (rises with wear),1395.31,1399.996,1407.034
10,136,T50,T50 — LPT outlet temperature (rises with wear),1405.02,1400.465,1407.584
10,137,T50,T50 — LPT outlet temperature (rises with wear),1401.14,1400.579,1407.55
10,138,T50,T50 — LPT outlet temperature (rises with wear),1399.39,1400.824,1407.327
10,139,T50,T50 — LPT outlet temperature (rises with wear),1406.4,1401.211,1407.57
10,140,T50,T50 — LPT outlet temperature (rises with wear),1401.95,1402.172,1407.432
10,141,T50,T50 — LPT outlet temperature (rises with wear),1401.44,1402.178,1407.996
10,142,T50,T50 — LPT outlet temperature (rises with wear),1405.31,1402.012,1408.059
10,143,T50,T50 — LPT outlet temperature (rises with wear),1400.11,1401.566,1408.279
10,144,T50,T50 — LPT outlet temperature (rises with wear),1403.89,1401.996,1408.24
10,145,T50,T50 — LPT outlet temperature (rises with wear),1406.37,1403.102,1409.018
10,146,T50,T50 — LPT outlet temperature (rises with wear),1401.13,1402.713,1409.172
10,147,T50,T50 — LPT outlet temperature (rises with wear),1402.33,1402.832,1409.209
10,148,T50,T50 — LPT outlet temperature (rises with wear),1400.56,1402.949,1409.426
10,149,T50,T50 — LPT outlet temperature (rises with wear),1411.61,1403.47,1409.454
10,150,T50,T50 — LPT outlet temperature (rises with wear),1411.69,1404.444,1409.604
10,151,T50,T50 — LPT outlet temperature (rises with wear),1399.92,1404.292,1409.457
10,152,T50,T50 — LPT outlet temperature (rises with wear),1406.43,1404.404,1409.51
10,153,T50,T50 — LPT outlet temperature (rises with wear),1398.8,1404.273,1409.53
10,154,T50,T50 — LPT outlet temperature (rises with wear),1405.31,1404.415,1409.543
10,155,T50,T50 — LPT outlet temperature (rises with wear),1406.11,1404.389,1409.627
10,156,T50,T50 — LPT outlet temperature (rises with wear),1400.95,1404.371,1409.136
10,157,T50,T50 — LPT outlet temperature (rises with wear),1401.63,1404.301,1409.782
10,158,T50,T50 — LPT outlet temperature (rises with wear),1401.77,1404.422,1409.35
10,159,T50,T50 — LPT outlet temperature (rises with wear),1400.15,1403.276,1409.845
10,160,T50,T50 — LPT outlet temperature (rises with wear),1409.24,1403.031,1409.854
10,161,T50,T50 — LPT outlet temperature (rises with wear),1400.45,1403.084,1409.691
10,162,T50,T50 — LPT outlet temperature (rises with wear),1398.25,1402.266,1409.72
10,163,T50,T50 — LPT outlet temperature (rises with wear),1396.44,1402.03,1409.932
10,164,T50,T50 — LPT outlet temperature (rises with wear),1403.88,1401.887,1409.662
10,165,T50,T50 — LPT outlet temperature (rises with wear),1407.55,1402.031,1410.096
10,166,T50,T50 — LPT outlet temperature (rises with wear),1403.7,1402.306,1410.102
10,167,T50,T50 — LPT outlet temperature (rises with wear),1400.11,1402.154,1409.56
10,168,T50,T50 — LPT outlet temperature (rises with wear),1400.95,1402.072,1410.07
10,169,T50,T50 — LPT outlet temperature (rises with wear),1407.89,1402.846,1409.682
10,170,T50,T50 — LPT outlet temperature (rises with wear),1404.5,1402.372,1410.022
10,171,T50,T50 — LPT outlet temperature (rises with wear),1406.55,1402.982,1410.713
10,172,T50,T50 — LPT outlet temperature (rises with wear),1403.4,1403.497,1411.256
10,173,T50,T50 — LPT outlet temperature (rises with wear),1399.16,1403.769,1411.404
10,174,T50,T50 — LPT outlet temperature (rises with wear),1406.35,1404.016,1411.978
10,175,T50,T50 — LPT outlet temperature (rises with wear),1406.54,1403.915,1412.196
10,176,T50,T50 — LPT outlet temperature (rises with wear),1390.69,1402.614,1411.968
10,177,T50,T50 — LPT outlet temperature (rises with wear),1407.23,1403.326,1412.17
10,178,T50,T50 — LPT outlet temperature (rises with wear),1396.72,1402.903,1413.225
10,179,T50,T50 — LPT outlet temperature (rises with wear),1399.47,1402.061,1413.307
10,180,T50,T50 — LPT outlet temperature (rises with wear),1402.79,1401.89,1413.137
10,181,T50,T50 — LPT outlet temperature (rises with wear),1397.6,1400.995,1412.724
10,182,T50,T50 — LPT outlet temperature (rises with wear),1399.23,1400.578,1412.298
10,183,T50,T50 — LPT outlet temperature (rises with wear),1417.91,1402.453,1411.81
10,184,T50,T50 — LPT outlet temperature (rises with wear),1404.02,1402.22,1411.928
10,185,T50,T50 — LPT outlet temperature (rises with wear),1407.25,1402.291,1412.121
10,186,T50,T50 — LPT outlet temperature (rises with wear),1405.97,1403.819,1412.683
10,187,T50,T50 — LPT outlet temperature (rises with wear),1405.92,1403.688,1412.925
10,188,T50,T50 — LPT outlet temperature (rises with wear),1399.59,1403.975,1411.74
10,189,T50,T50 — LPT outlet temperature (rises with wear),1414.23,1405.451,1411.934
10,190,T50,T50 — LPT outlet temperature (rises with wear),1401.04,1405.276,1414.138
10,191,T50,T50 — LPT outlet temperature (rises with wear),1404.44,1405.96,1414.608
10,192,T50,T50 — LPT outlet temperature (rises with wear),1398.99,1405.936,1414.657
10,30,phi,phi — fuel flow ratio (falls with wear),522.51,522.222,521.958
10,31,phi,phi — fuel flow ratio (falls with wear),522.07,522.233,521.951
10,32,phi,phi — fuel flow ratio (falls with wear),522.75,522.283,521.982
10,33,phi,phi — fuel flow ratio (falls with wear),522.21,522.26,521.977
10,34,phi,phi — fuel flow ratio (falls with wear),522.07,522.25,521.983
10,35,phi,phi — fuel flow ratio (falls with wear),522.12,522.278,521.994
10,36,phi,phi — fuel flow ratio (falls with wear),522.27,522.293,522.002
10,37,phi,phi — fuel flow ratio (falls with wear),522.73,522.318,521.97
10,38,phi,phi — fuel flow ratio (falls with wear),522.62,522.331,521.977
10,39,phi,phi — fuel flow ratio (falls with wear),521.54,522.289,521.949
10,40,phi,phi — fuel flow ratio (falls with wear),522.22,522.26,521.979
10,41,phi,phi — fuel flow ratio (falls with wear),522.07,522.26,521.973
10,42,phi,phi — fuel flow ratio (falls with wear),522.17,522.202,522.006
10,43,phi,phi — fuel flow ratio (falls with wear),522.17,522.198,521.98
10,44,phi,phi — fuel flow ratio (falls with wear),521.94,522.185,521.989
10,45,phi,phi — fuel flow ratio (falls with wear),522.49,522.222,521.972
10,46,phi,phi — fuel flow ratio (falls with wear),522.3,522.225,521.978
10,47,phi,phi — fuel flow ratio (falls with wear),521.98,522.15,521.971
10,48,phi,phi — fuel flow ratio (falls with wear),522.17,522.105,521.943
10,49,phi,phi — fuel flow ratio (falls with wear),522.69,522.22,521.956
10,50,phi,phi — fuel flow ratio (falls with wear),522.6,522.258,521.972
10,51,phi,phi — fuel flow ratio (falls with wear),521.95,522.246,521.939
10,52,phi,phi — fuel flow ratio (falls with wear),521.67,522.196,521.928
10,53,phi,phi — fuel flow ratio (falls with wear),521.91,522.17,521.931
10,54,phi,phi — fuel flow ratio (falls with wear),522.51,522.227,521.912
10,55,phi,phi — fuel flow ratio (falls with wear),522.27,522.205,521.942
10,56,phi,phi — fuel flow ratio (falls with wear),522.78,522.253,521.934
10,57,phi,phi — fuel flow ratio (falls with wear),521.79,522.234,521.984
10,58,phi,phi — fuel flow ratio (falls with wear),522.1,522.227,521.932
10,59,phi,phi — fuel flow ratio (falls with wear),522.11,522.169,521.916
10,60,phi,phi — fuel flow ratio (falls with wear),522.49,522.158,521.94
10,61,phi,phi — fuel flow ratio (falls with wear),522.68,522.231,521.901
10,62,phi,phi — fuel flow ratio (falls with wear),522.14,522.278,521.906
10,63,phi,phi — fuel flow ratio (falls with wear),522.43,522.33,521.916
10,64,phi,phi — fuel flow ratio (falls with wear),523.16,522.395,521.942
10,65,phi,phi — fuel flow ratio (falls with wear),522.28,522.396,521.932
10,66,phi,phi — fuel flow ratio (falls with wear),522.38,522.356,521.905
10,67,phi,phi — fuel flow ratio (falls with wear),522.48,522.425,521.895
10,68,phi,phi — fuel flow ratio (falls with wear),522.05,522.42,521.899
10,69,phi,phi — fuel flow ratio (falls with wear),522.8,522.489,521.888
10,70,phi,phi — fuel flow ratio (falls with wear),522.09,522.449,521.876
10,71,phi,phi — fuel flow ratio (falls with wear),522.55,522.436,521.88
10,72,phi,phi — fuel flow ratio (falls with wear),522.7,522.492,521.878
10,73,phi,phi — fuel flow ratio (falls with wear),522.68,522.517,521.864
10,74,phi,phi — fuel flow ratio (falls with wear),521.88,522.389,521.871
10,75,phi,phi — fuel flow ratio (falls with wear),521.87,522.348,521.869
10,76,phi,phi — fuel flow ratio (falls with wear),522.07,522.317,521.884
10,77,phi,phi — fuel flow ratio (falls with wear),522.51,522.32,521.867
10,78,phi,phi — fuel flow ratio (falls with wear),522.01,522.316,521.866
